Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
10,3,7,579,68,13,3,281.937,18.276,1083.055,1035.53
10,3,8,745,91,15,2,528.873,28.297,2085.737,2007.225
10,3,9,813,113,16,2,734.809,35.358,2860.703,2752.625
10,3,10,870,117,17,2,890.372,40.841,3391.692,3260.529
10,3,11,890,121,17,3,968.777,40.285,3705.733,3559.836
10,3,12,899,117,17,3,963.827,40.356,3685.321,3540.406
10,3,13,903,103,17,4,891.916,36.744,3467.423,3332.78
10,3,14,865,94,17,5,744.109,31.654,2946.99,2835.318
10,3,15,785,81,16,6,529.472,25.125,2112.373,2032.926
10,3,16,602,63,14,6,275.892,18.356,1047.34,1000.767
10,3,17,162,21,12,6,44.908,11.917,153.65,127.526
10,3,18,0,0,12,6,0,12,0,0
10,3,19,0,0,11,5,0,11,0,0
10,3,20,0,0,11,5,0,11,0,0
10,3,21,0,0,11,5,0,11,0,0
10,3,22,0,0,10,4,0,10,0,0
10,3,23,0,0,10,4,0,10,0,0
10,4,0,0,0,10,4,0,10,0,0
10,4,1,0,0,9,3,0,9,0,0
10,4,2,0,0,9,3,0,9,0,0
10,4,3,0,0,8,2,0,8,0,0
10,4,4,0,0,8,2,0,8,0,0
10,4,5,0,0,8,2,0,8,0,0
10,4,6,209,23,9,2,56.745,8.634,194.852,167.928
10,4,7,622,61,11,2,289.031,17.156,1109.821,1061.575
10,4,8,796,77,13,1,540.091,29.28,2116.623,2037.026
10,4,9,879,86,14,1,748.031,37.46,2880.221,2771.336
10,4,10,919,92,15,1,896.93,43.45,3370.862,3240.648
10,4,11,932,96,16,2,970.596,42.35,3673.618,3529.264
10,4,12,926,98,16,2,965.172,42.431,3651.443,3508.15
10,4,13,895,99,16,3,878.074,37.456,3401.175,3269.579
10,4,14,836,97,15,4,723.761,31.083,2873.881,2765.258
10,4,15,732,88,15,4,506.827,26.128,2013.152,1937.158
10,4,16,538,67,14,3,256.893,19.868,972.138,927.537
10,4,17,0,23,12,2,21.983,11.484,96.42,71.384
10,4,18,0,0,11,2,0,11,0,0
10,4,19,0,0,10,2,0,10,0,0
10,4,20,0,0,10,1,0,10,0,0
10,4,21,0,0,10,1,0,10,0,0
10,4,22,0,0,9,1,0,9,0,0
10,4,23,0,0,9,1,0,9,0,0
10,5,0,0,0,9,1,0,9,0,0
10,5,1,0,0,9,1,0,9,0,0
10,5,2,0,0,9,1,0,9,0,0
10,5,3,0,0,9,1,0,9,0,0
10,5,4,0,0,9,1,0,9,0,0
10,5,5,0,0,9,1,0,9,0,0
10,5,6,190,21,10,1,52.221,9.263,179.381,152.759
10,5,7,572,65,12,1,275.393,18.883,1052.945,1006.223
10,5,8,735,88,14,1,518.228,29.528,2030.474,1953.883
10,5,9,820,102,16,1,725.453,38.614,2777.772,2673.092
10,5,10,869,108,17,1,876.139,44.647,3272.494,3146.714
10,5,11,886,113,18,1,945.225,48.058,3473.013,3338.112
10,5,12,883,114,19,1,941.241,49.139,3438.537,3305.227
10,5,13,865,108,19,1,865.905,47.074,3192.864,3070.615
10,5,14,813,102,18,1,710.093,41.514,2676.949,2576.324
10,5,15,716,89,17,2,496.913,30.797,1929.344,1856.205
10,5,16,527,66,16,2,250.521,22.622,934.55,890.917
10,5,17,98,16,14,2,31.092,13.749,109.263,83.985
10,5,18,0,0,12,2,0,12,0,0
10,5,19,0,0,11,2,0,11,0,0
10,5,20,0,0,10,1,0,10,0,0
10,5,21,0,0,10,1,0,10,0,0
10,5,22,0,0,10,1,0,10,0,0
10,5,23,0,0,9,1,0,9,0,0
10,6,0,0,0,9,1,0,9,0,0
10,6,1,0,0,10,0,0,10,0,0
10,6,2,0,0,10,0,0,10,0,0
10,6,3,0,0,9,0,0,9,0,0
10,6,4,0,0,9,1,0,9,0,0
10,6,5,0,0,9,1,0,9,0,0
10,6,6,141,20,9,1,43.372,7.994,154.369,128.231
10,6,7,542,68,11,2,267.636,16.523,1036.777,990.484
10,6,8,721,92,14,1,513.933,29.361,2015.479,1939.405
10,6,9,814,104,16,1,721.931,38.495,2765.68,2661.491
10,6,10,882,104,18,1,875.132,45.538,3253.333,3128.407
10,6,11,901,108,20,1,951.342,50.071,3458.233,3324.016
10,6,12,902,108,21,1,949.589,51.236,3430.257,3297.328
10,6,13,862,114,21,0,867.578,55.234,3061.901,2945.346
10,6,14,819,104,22,0,714.066,51.233,2558.007,2462.06
10,6,15,731,88,21,0,501.66,42.9,1832.194,1762.292
10,6,16,551,63,19,0,253.526,31.266,903.218,860.383
10,6,17,113,15,16,1,31.824,16.017,107.413,82.17
10,6,18,0,0,13,1,0,13,0,0
10,6,19,0,0,12,2,0,12,0,0
10,6,20,0,0,12,1,0,12,0,0
10,6,21,0,0,11,1,0,11,0,0
10,6,22,0,0,11,1,0,11,0,0
10,6,23,0,0,11,1,0,11,0,0
10,7,0,0,0,11,1,0,11,0,0
10,7,1,0,0,10,1,0,10,0,0
10,7,2,0,0,10,1,0,10,0,0
10,7,3,0,0,10,1,0,10,0,0
10,7,4,0,0,10,1,0,10,0,0
10,7,5,0,0,10,1,0,10,0,0
10,7,6,201,19,11,1,51.947,10.337,174.176,147.655
10,7,7,605,58,13,0,278.27,22.342,1040.932,994.529
10,7,8,773,77,15,0,524.184,35.06,1995.918,1920.516
10,7,9,858,88,18,0,734.878,46.235,2704.811,2603.074
10,7,10,907,92,19,0,881.181,52.712,3153.197,3032.687
10,7,11,925,95,20,1,956.516,50.236,3473.788,3338.851
10,7,12,923,94,21,1,950.554,51.282,3432.673,3299.634
10,7,13,892,95,20,2,863.26,43.658,3239.235,3114.936
10,7,14,845,88,19,2,712.367,38.697,2721.927,2619.503
10,7,15,757,76,18,2,498.884,31.833,1921.72,1848.838
10,7,16,588,54,16,2,254.191,22.727,934.44,890.81
10,7,17,134,13,14,2,33.152,13.82,108.738,83.47
10,7,18,0,0,12,1,0,12,0,0
10,7,19,0,0,11,1,0,11,0,0
10,7,20,0,0,10,1,0,10,0,0
10,7,21,0,0,10,1,0,10,0,0
10,7,22,0,0,10,1,0,10,0,0
10,7,23,0,0,10,1,0,10,0,0
10,8,0,0,0,9,1,0,9,0,0
10,8,1,0,0,9,1,0,9,0,0
10,8,2,0,0,9,1,0,9,0,0
10,8,3,0,0,9,1,0,9,0,0
10,8,4,0,0,9,1,0,9,0,0
10,8,5,0,0,9,1,0,9,0,0
10,8,6,166,19,10,1,47.228,9.159,163.703,137.385
10,8,7,0,8,11,1,7.569,8.907,33.576,9.703
10,8,8,0,69,12,1,65.541,11.677,287.228,258.461
10,8,9,0,155,14,1,150.195,16.879,643.072,606.556
10,8,10,32,265,15,1,300.023,23.168,1247.677,1195.627
10,8,11,337,314,16,1,656.228,35.675,2569.307,2472.921
10,8,12,902,100,17,1,935.786,46.02,3474.546,3339.574
10,8,13,869,102,17,1,854.901,44.892,3187.311,3065.306
10,8,14,824,93,16,2,700.399,35.485,2718.962,2616.658
10,8,15,736,79,15,2,488.483,28.592,1910.667,1838.156
10,8,16,543,58,14,2,242.298,20.377,903.203,860.369
10,8,17,82,12,12,2,24.431,11.5,85.415,60.584
10,8,18,0,0,11,1,0,11,0,0
10,8,19,0,0,10,1,0,10,0,0
10,8,20,0,0,10,1,0,10,0,0
10,8,21,0,0,10,1,0,10,0,0
10,8,22,0,0,10,1,0,10,0,0
10,8,23,0,0,10,1,0,10,0,0
10,9,0,0,0,9,1,0,9,0,0
10,9,1,0,0,9,1,0,9,0,0
10,9,2,0,0,9,1,0,9,0,0
10,9,3,0,0,9,1,0,9,0,0
10,9,4,0,0,9,1,0,9,0,0
10,9,5,0,0,9,1,0,9,0,0
10,9,6,138,18,9,1,41.136,7.877,145.154,119.193
10,9,7,0,60,11,0,57.386,10.023,253.33,225.248
10,9,8,0,134,12,0,130.464,15.121,563.038,528.354
10,9,9,818,97,14,0,712.939,39.386,2717.622,2615.372
10,9,10,863,105,15,0,860.586,48.333,3152.155,3031.691
10,9,11,887,106,17,0,929.916,52.963,3327.821,3199.556
10,9,12,889,104,18,0,926.073,54.108,3293.283,3166.573
10,9,13,864,102,19,1,848.155,46.53,3134.967,3015.252
10,9,14,819,93,18,1,694.29,40.995,2621.143,2522.728
10,9,15,729,79,17,1,483.708,33.304,1848.298,1777.864
10,9,16,545,56,16,2,239.138,22.272,880.712,838.445
10,9,17,82,10,13,2,22.125,12.44,74.992,50.356
10,9,18,0,0,11,2,0,11,0,0
10,9,19,0,0,10,2,0,10,0,0
10,9,20,0,0,10,2,0,10,0,0
10,9,21,0,0,9,2,0,9,0,0
10,9,22,0,0,9,2,0,9,0,0
10,9,23,0,0,9,1,0,9,0,0
10,10,0,0,0,9,1,0,9,0,0
10,10,1,0,0,9,1,0,9,0,0
10,10,2,0,0,9,1,0,9,0,0
10,10,3,0,0,9,1,0,9,0,0
10,10,4,0,0,8,1,0,8,0,0
10,10,5,0,0,8,1,0,8,0,0
10,10,6,155,15,9,1,41.464,7.876,141.865,115.967
10,10,7,0,36,11,1,34.134,9.777,150.845,124.774
10,10,8,0,123,13,1,119.287,14.663,515.859,482.232
10,10,9,31,217,15,0,244.793,23.662,1014.925,969.207
10,10,10,877,99,17,0,857.943,47.499,3155.936,3035.307
10,10,11,895,102,18,1,930.468,47.588,3426.451,3293.697
10,10,12,893,103,19,1,926.105,48.672,3390.667,3259.552
10,10,13,852,107,19,1,841.256,46.339,3112.307,2993.577
10,10,14,799,99,18,1,684.274,40.684,2587.075,2489.996
10,10,15,699,85,17,2,472.304,30.077,1833.395,1763.453
10,10,16,500,59,14,2,226.572,19.897,846.311,804.905
10,10,17,0,0,12,2,0,12,0,0
10,10,18,0,0,10,2,0,10,0,0
10,10,19,0,0,10,2,0,10,0,0
10,10,20,0,0,10,2,0,10,0,0
10,10,21,0,0,10,2,0,10,0,0
10,10,22,0,0,10,2,0,10,0,0
10,10,23,0,0,10,1,0,10,0,0
10,11,0,0,0,10,1,0,10,0,0
10,11,1,0,0,10,1,0,10,0,0
10,11,2,0,0,9,1,0,9,0,0
10,11,3,0,0,9,1,0,9,0,0
10,11,4,0,0,9,1,0,9,0,0
10,11,5,0,0,9,1,0,9,0,0
10,11,6,84,15,10,2,30.25,8.737,111.103,85.79
10,11,7,0,11,10,2,10.409,8.288,46.3,22.194
10,11,8,0,47,11,2,44.598,10.198,196.725,169.765
10,11,9,0,59,12,2,56.049,11.664,245.642,217.714
10,11,10,0,91,13,2,86.587,13.578,376.267,345.658
10,11,11,0,115,14,2,110,15.355,474.223,441.513
10,11,12,3,180,15,2,177.467,18.311,754.899,715.735
10,11,13,0,167,15,2,161.933,18.121,689.429,651.828
10,11,14,0,149,14,2,144.486,16.576,619.475,583.505
10,11,15,6,134,14,2,134.28,16.233,575.979,541.003
10,11,16,0,31,13,2,29.384,12.262,128.439,102.798
10,11,17,0,0,11,2,0,11,0,0
10,11,18,0,0,11,2,0,11,0,0
10,11,19,0,0,11,2,0,11,0,0
10,11,20,0,0,11,2,0,11,0,0
10,11,21,0,0,11,1,0,11,0,0
10,11,22,0,0,11,1,0,11,0,0
10,11,23,0,0,11,1,0,11,0,0
10,12,0,0,0,11,1,0,11,0,0
10,12,1,0,0,11,1,0,11,0,0
10,12,2,0,0,12,1,0,12,0,0
10,12,3,0,0,12,1,0,12,0,0
10,12,4,0,0,12,1,0,12,0,0
10,12,5,0,0,12,1,0,12,0,0
10,12,6,0,6,12,1,5.673,9.605,25.09,1.371
10,12,7,0,63,12,2,60.611,11.65,265.654,237.324
10,12,8,52,162,13,2,194.301,16.58,828.177,787.221
10,12,9,0,101,14,2,96.411,15.363,415.623,384.179
10,12,10,22,242,15,2,257.586,20.449,1084.804,1037.232
10,12,11,103,326,16,2,433.97,26.709,1774.89,1706.861
10,12,12,19,253,16,3,266.924,21.92,1116.671,1068.24
10,12,13,0,60,17,3,57.032,17.421,243.586,215.699
10,12,14,0,129,16,3,124.348,17.487,530.938,496.976
10,12,15,391,130,15,3,353.126,22.181,1434.966,1377.499
10,12,16,0,26,14,2,24.634,13.938,106.876,81.643
10,12,17,0,0,13,2,0,13,0,0
10,12,18,0,0,13,2,0,13,0,0
10,12,19,0,0,13,2,0,13,0,0
10,12,20,0,0,14,3,0,14,0,0
10,12,21,0,0,14,3,0,14,0,0
10,12,22,0,0,14,3,0,14,0,0
10,12,23,0,0,14,3,0,14,0,0
10,13,0,0,0,14,4,0,14,0,0
10,13,1,0,0,14,4,0,14,0,0
10,13,2,0,0,14,5,0,14,0,0
10,13,3,0,0,14,6,0,14,0,0
10,13,4,0,0,14,6,0,14,0,0
10,13,5,0,0,14,6,0,14,0,0
10,13,6,0,3,14,6,2.835,12.829,12.359,0
10,13,7,0,35,14,6,33.184,13.371,144.337,118.392
10,13,8,0,16,15,6,15.16,14.104,65.723,41.259
10,13,9,0,32,15,5,30.369,14.266,131.565,105.864
10,13,10,0,41,15,4,38.952,14.379,168.662,142.248
10,13,11,0,59,15,4,56.105,14.781,242.498,214.632
10,13,12,0,69,16,4,65.63,16.047,282.056,253.395
10,13,13,0,29,16,5,27.539,15.309,118.746,93.288
10,13,14,0,35,16,4,33.215,15.262,143.254,117.33
10,13,15,35,145,16,4,166.156,18.23,703.293,665.363
10,13,16,0,41,15,4,38.901,14.675,168.221,141.816
10,13,17,0,0,15,4,0,15,0,0
10,13,18,0,0,15,4,0,15,0,0
10,13,19,0,0,15,3,0,15,0,0
10,13,20,0,0,14,2,0,14,0,0
10,13,21,0,0,14,2,0,14,0,0
10,13,22,0,0,14,2,0,14,0,0
10,13,23,0,0,14,2,0,14,0,0
10,14,0,0,0,14,2,0,14,0,0
10,14,1,0,0,14,2,0,14,0,0
10,14,2,0,0,13,2,0,13,0,0
10,14,3,0,0,13,1,0,13,0,0
10,14,4,0,0,13,1,0,13,0,0
10,14,5,0,0,13,1,0,13,0,0
10,14,6,0,8,13,1,7.568,10.704,33.309,9.441
10,14,7,72,84,14,1,113.315,15.337,473.275,440.585
10,14,8,597,97,15,1,443.618,27.47,1754.271,1686.91
10,14,9,767,103,16,2,675.317,33.578,2648.008,2548.533
10,14,10,36,258,17,2,296.94,25.448,1221.628,1170.309
10,14,11,346,298,18,2,643.041,34.243,2535.032,2439.976
10,14,12,582,212,19,2,766.84,39.404,2945.329,2833.726
10,14,13,718,151,19,2,773.665,39.943,2957.436,2845.323
10,14,14,663,119,18,2,604.84,34.741,2355.047,2266.816
10,14,15,553,109,18,2,414.13,29.291,1616.197,1553.216
10,14,16,186,69,17,1,132.293,21.161,513.286,479.716
10,14,17,0,0,15,1,0,15,0,0
10,14,18,0,0,14,1,0,14,0,0
10,14,19,0,0,14,1,0,14,0,0
10,14,20,0,0,14,1,0,14,0,0
10,14,21,0,0,14,1,0,14,0,0
10,14,22,0,0,14,1,0,14,0,0
10,14,23,0,0,14,1,0,14,0,0
10,15,0,0,0,14,1,0,14,0,0
10,15,1,0,0,14,1,0,14,0,0
10,15,2,0,0,14,1,0,14,0,0
10,15,3,0,0,14,1,0,14,0,0
10,15,4,0,0,14,1,0,14,0,0
10,15,5,0,0,14,1,0,14,0,0
10,15,6,88,11,14,1,26.442,12.371,91.522,66.577
10,15,7,521,52,15,1,238.415,20.567,895.343,852.707
10,15,8,701,72,16,1,470.104,29.851,1831.291,1761.419
10,15,9,793,82,18,1,668.8,38.689,2555.353,2459.509
10,15,10,811,100,19,1,800.008,44.179,2993.079,2879.461
10,15,11,832,103,20,1,870.541,47.585,3204.995,3082.211
10,15,12,223,316,21,1,540.301,39.554,2074.606,1996.483
10,15,13,782,110,21,1,774.685,44.849,2886.79,2777.632
10,15,14,74,220,21,0,278.704,36.043,1086.905,1039.276
10,15,15,651,78,21,0,429.329,37.65,1599.665,1537.198
10,15,16,484,48,19,0,202.891,28.863,715.009,676.801
10,15,17,0,0,17,0,0,17,0,0
10,15,18,0,0,16,1,0,16,0,0
10,15,19,0,0,16,1,0,16,0,0
10,15,20,0,0,15,1,0,15,0,0
10,15,21,0,0,15,1,0,15,0,0
10,15,22,0,0,15,1,0,15,0,0
10,15,23,0,0,14,1,0,14,0,0
10,16,0,0,0,14,1,0,14,0,0
10,16,1,0,0,14,1,0,14,0,0
10,16,2,0,0,14,0,0,14,0,0
10,16,3,0,0,13,0,0,13,0,0
10,16,4,0,0,13,0,0,13,0,0
10,16,5,0,0,13,0,0,13,0,0
10,16,6,106,10,13,0,29.054,10.286,98.904,73.821
10,16,7,567,50,15,0,250.814,23.011,926.924,883.486
10,16,8,748,68,17,0,489.903,35.625,1853.291,1782.693
10,16,9,836,78,19,1,693.146,40.429,2624.345,2525.803
10,16,10,885,82,20,1,833.146,46.138,3084.809,2967.269
10,16,11,903,85,21,1,904.265,49.566,3294.091,3167.344
10,16,12,903,85,22,1,899.241,50.63,3256.832,3131.75
10,16,13,881,82,23,1,815.455,49.268,2968.005,2855.448
10,16,14,836,75,23,1,667.737,44.853,2465.343,2372.96
10,16,15,745,63,22,1,457.095,37.244,1700.264,1634.635
10,16,16,559,42,20,1,215.856,27.027,756.729,717.521
10,16,17,0,0,17,1,0,17,0,0
10,16,18,0,0,15,1,0,15,0,0
10,16,19,0,0,15,1,0,15,0,0
10,16,20,0,0,14,1,0,14,0,0
10,16,21,0,0,14,1,0,14,0,0
10,16,22,0,0,13,1,0,13,0,0
10,16,23,0,0,13,1,0,13,0,0
10,17,0,0,0,13,1,0,13,0,0
10,17,1,0,0,13,1,0,13,0,0
10,17,2,0,0,13,1,0,13,0,0
10,17,3,0,0,13,1,0,13,0,0
10,17,4,0,0,13,1,0,13,0,0
10,17,5,0,0,13,1,0,13,0,0
10,17,6,0,11,14,1,10.415,11.833,45.61,21.517
10,17,7,559,48,15,1,245.227,20.705,914.536,871.414
10,17,8,741,66,17,1,482.57,31.238,1864.169,1793.21
10,17,9,826,76,19,1,681.977,40.077,2586.118,2489.077
10,17,10,863,85,20,1,816.254,45.625,3030.114,2914.921
10,17,11,880,89,21,2,886.078,44.785,3309.656,3182.21
10,17,12,878,90,22,2,880.391,45.799,3270.682,3144.983
10,17,13,803,108,22,2,784.754,43.433,2944.925,2833.339
10,17,14,744,99,21,2,631.62,38.365,2411.629,2321.281
10,17,15,73,144,20,2,185.049,25.325,753.965,714.823
10,17,16,31,63,18,1,73.21,19.058,303.118,274.027
10,17,17,0,0,16,1,0,16,0,0
10,17,18,0,0,16,1,0,16,0,0
10,17,19,0,0,16,1,0,16,0,0
10,17,20,0,0,15,1,0,15,0,0
10,17,21,0,0,15,1,0,15,0,0
10,17,22,0,0,15,1,0,15,0,0
10,17,23,0,0,14,1,0,14,0,0
10,18,0,0,0,14,1,0,14,0,0
10,18,1,0,0,14,1,0,14,0,0
10,18,2,0,0,14,2,0,14,0,0
10,18,3,0,0,14,2,0,14,0,0
10,18,4,0,0,13,2,0,13,0,0
10,18,5,0,0,13,2,0,13,0,0
10,18,6,0,0,13,2,0,13,0,0
10,18,7,566,51,13,2,250.06,17.898,944.94,901.041
10,18,8,743,72,14,2,488.979,26.16,1935.454,1862.108
10,18,9,748,97,15,2,648.93,32.072,2561.332,2465.256
10,18,10,236,282,16,2,500.22,29.709,2014.303,1938.27
10,18,11,262,306,17,3,575.462,30.362,2311.861,2225.228
10,18,12,0,132,17,3,126.901,19.929,535.834,501.762
10,18,13,0,15,17,3,14.235,16.001,61.189,36.809
10,18,14,0,90,16,3,85.715,16.429,367.744,337.314
10,18,15,0,105,15,3,102.026,16.003,438.563,406.627
10,18,16,519,45,14,2,205.667,18.046,753.292,714.167
10,18,17,0,0,12,2,0,12,0,0
10,18,18,0,0,12,2,0,12,0,0
10,18,19,0,0,12,2,0,12,0,0
10,18,20,0,0,12,2,0,12,0,0
10,18,21,0,0,12,2,0,12,0,0
10,18,22,0,0,12,2,0,12,0,0
10,18,23,0,0,12,1,0,12,0,0
10,19,0,0,0,12,1,0,12,0,0
10,19,1,0,0,12,1,0,12,0,0
10,19,2,0,0,11,1,0,11,0,0
10,19,3,0,0,11,1,0,11,0,0
10,19,4,0,0,11,1,0,11,0,0
10,19,5,0,0,11,2,0,11,0,0
10,19,6,0,0,12,2,0,12,0,0
10,19,7,0,5,13,3,4.728,11.34,20.752,0
10,19,8,0,36,13,3,34.138,12.08,149.341,123.3
10,19,9,2,163,13,3,160.795,15.276,693.374,655.679
10,19,10,85,277,14,2,359.787,22.425,1500.618,1441.184
10,19,11,0,44,16,2,41.813,16.47,179.357,152.736
10,19,12,0,30,17,2,28.496,15.996,122.496,96.967
10,19,13,70,264,17,2,331.937,24.233,1372.76,1317.124
10,19,14,0,138,17,1,133.974,20.79,563.463,528.77
10,19,15,0,80,16,1,76.582,16.85,327.936,298.335
10,19,16,313,61,15,1,161.793,18.337,613.828,577.988
10,19,17,0,0,13,0,0,13,0,0
10,19,18,0,0,13,0,0,13,0,0
10,19,19,0,0,12,0,0,12,0,0
10,19,20,0,0,12,0,0,12,0,0
10,19,21,0,0,12,1,0,12,0,0
10,19,22,0,0,11,1,0,11,0,0
10,19,23,0,0,11,1,0,11,0,0
10,20,0,0,0,11,1,0,11,0,0
10,20,1,0,0,10,1,0,10,0,0
10,20,2,0,0,10,1,0,10,0,0
10,20,3,0,0,10,1,0,10,0,0
10,20,4,0,0,10,1,0,10,0,0
10,20,5,0,0,10,1,0,10,0,0
10,20,6,0,0,10,1,0,10,0,0
10,20,7,495,56,12,1,230.677,17.155,879.488,837.252
10,20,8,15,136,14,1,142.123,17.498,605.302,569.657
10,20,9,82,222,15,1,288.6,22.766,1199.649,1148.941
10,20,10,878,87,17,1,824.4,41.429,3126.209,3006.875
10,20,11,899,88,18,1,894.35,46.468,3310.682,3183.19
10,20,12,897,87,18,1,885.786,46.507,3277.77,3151.753
10,20,13,867,87,19,1,799.353,45.025,2973.301,2860.52
10,20,14,817,78,18,2,648.264,35.923,2501.229,2407.474
10,20,15,716,66,17,2,437.188,29.047,1688.058,1622.817
10,20,16,504,42,15,2,195.475,19.935,705.823,667.833
10,20,17,0,0,13,2,0,13,0,0
10,20,18,0,0,13,2,0,13,0,0
10,20,19,0,0,12,1,0,12,0,0
10,20,20,0,0,12,1,0,12,0,0
10,20,21,0,0,12,1,0,12,0,0
10,20,22,0,0,11,2,0,11,0,0
10,20,23,0,0,11,2,0,11,0,0
10,21,0,0,0,11,2,0,11,0,0
10,21,1,0,0,11,2,0,11,0,0
10,21,2,0,0,11,2,0,11,0,0
10,21,3,0,0,10,1,0,10,0,0
10,21,4,0,0,10,1,0,10,0,0
10,21,5,0,0,10,1,0,10,0,0
10,21,6,0,0,11,1,0,11,0,0
10,21,7,5,69,12,1,69.631,11.776,303.908,274.801
10,21,8,194,150,13,2,264.186,18.526,1103.156,1055.09
10,21,9,587,140,15,1,581.436,32.342,2293.763,2207.795
10,21,10,885,83,16,1,823.264,41.654,3117.889,2998.917
10,21,11,907,85,17,1,895.367,45.563,3329.856,3201.5
10,21,12,905,85,18,1,887.774,46.565,3283.827,3157.539
10,21,13,874,84,18,1,798.882,44.084,2985.523,2872.225
10,21,14,823,75,19,1,646.388,40.38,2437.879,2346.539
10,21,15,718,62,18,2,431.689,29.882,1657.877,1593.59
10,21,16,483,41,16,2,187.272,20.697,673.13,635.912
10,21,17,0,0,14,2,0,14,0,0
10,21,18,0,0,13,2,0,13,0,0
10,21,19,0,0,13,2,0,13,0,0
10,21,20,0,0,13,2,0,13,0,0
10,21,21,0,0,12,2,0,12,0,0
10,21,22,0,0,12,2,0,12,0,0
10,21,23,0,0,12,2,0,12,0,0
10,22,0,0,0,11,2,0,11,0,0
10,22,1,0,0,11,2,0,11,0,0
10,22,2,0,0,11,2,0,11,0,0
10,22,3,0,0,11,1,0,11,0,0
10,22,4,0,0,11,1,0,11,0,0
10,22,5,0,0,11,1,0,11,0,0
10,22,6,0,0,11,1,0,11,0,0
10,22,7,464,55,13,1,218.152,17.753,829.438,788.451
10,22,8,666,81,15,1,454.278,28.294,1779.791,1711.603
10,22,9,768,94,17,1,652.888,37.204,2510.337,2416.233
10,22,10,832,98,18,1,800.817,43.196,3009.108,2894.81
10,22,11,858,99,19,1,872.73,46.715,3226.158,3102.438
10,22,12,866,95,20,1,862.957,47.659,3173.613,3052.21
10,22,13,842,91,20,1,784.338,45.456,2910.266,2800.131
10,22,14,792,82,20,2,631.31,37.386,2416.952,2326.403
10,22,15,688,67,19,2,421.902,30.564,1615.531,1552.571
10,22,16,462,42,16,2,181.349,20.503,653.164,616.413
10,22,17,0,0,14,2,0,14,0,0
10,22,18,0,0,13,2,0,13,0,0
10,22,19,0,0,12,1,0,12,0,0
10,22,20,0,0,12,1,0,12,0,0
10,22,21,0,0,12,1,0,12,0,0
10,22,22,0,0,12,1,0,12,0,0
10,22,23,0,0,12,1,0,12,0,0
10,23,0,0,0,12,1,0,12,0,0
10,23,1,0,0,12,1,0,12,0,0
10,23,2,0,0,12,1,0,12,0,0
10,23,3,0,0,13,1,0,13,0,0
10,23,4,0,0,13,1,0,13,0,0
10,23,5,0,0,13,1,0,13,0,0
10,23,6,0,0,13,0,0,13,0,0
10,23,7,526,48,15,0,229.814,21.872,848.952,807.481
10,23,8,729,69,17,1,471.115,30.822,1819.098,1749.626
10,23,9,829,79,18,1,676.49,38.915,2577.191,2480.498
10,23,10,887,81,20,1,817.981,45.651,3033.989,2918.631
10,23,11,904,84,21,1,886.513,49.025,3237.025,3112.824
10,23,12,898,85,22,1,876.426,49.945,3183.991,3062.132
10,23,13,866,83,23,1,786.182,48.379,2872.023,2763.477
10,23,14,808,76,23,1,632.747,43.751,2344.209,2256.38
10,23,15,695,64,21,1,418.652,34.985,1566.53,1505.087
10,23,16,460,40,18,1,177.535,23.633,627.801,591.639
10,23,17,0,0,16,1,0,16,0,0
10,23,18,0,0,14,1,0,14,0,0
10,23,19,0,0,14,1,0,14,0,0
10,23,20,0,0,14,1,0,14,0,0
10,23,21,0,0,14,1,0,14,0,0
10,23,22,0,0,13,1,0,13,0,0
10,23,23,0,0,13,1,0,13,0,0
10,24,0,0,0,13,1,0,13,0,0
10,24,1,0,0,13,1,0,13,0,0
10,24,2,0,0,13,1,0,13,0,0
10,24,3,0,0,13,1,0,13,0,0
10,24,4,0,0,13,1,0,13,0,0
10,24,5,0,0,13,1,0,13,0,0
10,24,6,0,0,13,1,0,13,0,0
10,24,7,530,46,14,1,228.067,19.087,851.077,809.553
10,24,8,644,76,16,1,434.504,28.717,1696.933,1631.409
10,24,9,446,174,18,1,513.543,33.996,2011.4,1935.466
10,24,10,854,91,20,1,806.18,44.674,3005.377,2891.237
10,24,11,879,92,21,1,871.616,48.573,3190.075,3067.948
10,24,12,878,90,22,1,862.428,49.507,3140.209,3020.266
10,24,13,846,89,23,1,780.174,48.159,2853.191,2745.423
10,24,14,783,83,22,1,621.874,42.464,2319.035,2232.138
10,24,15,669,68,20,1,410.14,33.708,1544.76,1483.984
10,24,16,437,41,17,1,171.281,22.39,610.278,574.52
10,24,17,0,0,15,1,0,15,0,0
10,24,18,0,0,14,1,0,14,0,0
10,24,19,0,0,13,1,0,13,0,0
10,24,20,0,0,13,1,0,13,0,0
10,24,21,0,0,12,1,0,12,0,0
10,24,22,0,0,12,1,0,12,0,0
10,24,23,0,0,12,1,0,12,0,0
10,25,0,0,0,12,1,0,12,0,0
10,25,1,0,0,12,1,0,12,0,0
10,25,2,0,0,12,1,0,12,0,0
10,25,3,0,0,12,1,0,12,0,0
10,25,4,0,0,12,1,0,12,0,0
10,25,5,0,0,12,1,0,12,0,0
10,25,6,0,0,12,1,0,12,0,0
10,25,7,574,42,14,1,235.282,19.321,870.522,828.511
10,25,8,766,61,16,2,478.48,27.809,1870.375,1799.21
